,Unnamed: 0,key_phrases,review_polarity
295,295,"[' Glasgow', 'London', '1 hour', 'My wife', 'I', 'a BA flight', 'time', 'you', 'this', 'you', 'a high risk', 'delays', 'you', 'another airline', 'OneWorld', 'it']","{'neg': 0.181, 'neu': 0.734, 'pos': 0.085, 'compound': -0.5984}"
296,296,"['I', 'I', 'an upgrade', 'premium economy', 'I', 'it', 'the website', 'me', 'seats', 'I', 'BA', 'the call', 'I', 'I', 'my booking', 'I', 'the airport', 'we', 'the flight', 'our two adjacent aisle seats', 'economy', 'the middle seats', 'a row', 'premium', 'The check-in agent', 'we', 'the BA desk airside', 'That desk', 'we', 'the front', 'the line', 'we', 'the boarding gate', 'the gate', 'we', 'one aisle seat', 'one window', 'that', 'the flight', 'decent food', 'very good service', 'We', 'economy', 'which', 'The flight attendants', 'Emma', 'Daniel', 'who', 'us', 'I', 'my lesson', 'late BA upgrades', 'everything']","{'neg': 0.021, 'neu': 0.828, 'pos': 0.151, 'compound': 0.9867}"
297,297,"['I', 'Prague', 'LHR', 'Excellent service', 'attentive staff', 'first drink service', 'meal service', 'choice', 'three meals', 'later second drink service', 'reality - excellent flight', 'days', 'I', 'LHR', 'Prague', 'Boarding', 'LHR', 'T5', 'a total chaos', 'Onboard service', 'service', 'No curtain', 'business and economy class', 'which', 'people', 'the toilet', 'Meal service', 'more unprofessional - 5 rows', 'two guys', 'the toilets', 'this time', 'I', 'any meal choice', 'no one', 'you', 'I', 'that  afternoon tea', 'three canapes-like bites', 'some drink', 'we', 'you', 'a scone', '5 mins plates', 'I', 'my scone', 'it', 'a surprise', 'I', 'no co', 'ordination', 'the crew', 'the galley', 'reality', 'the service', 'you', 'the premium price']","{'neg': 0.078, 'neu': 0.849, 'pos': 0.073, 'compound': 0.2669}"
298,298,"['business', 'The service', 'one world lounges', 'a catastrophe', 'Heathrow', 'Business class seat', 'economy', 'electronics']","{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.8999}"
299,299,"['both the outbound', 'flights', 'we', 'a decent meal', 'We', 'a tiny bag', 'chips', 'a very small bottle', 'water', 'What', 'us', 'the return flight', 'we', 'any food / drink', 'the card reader', 'we', 'BA']","{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.5423}"
300,300,"['I', 'Warsaw', 'one day', 'meetings', 'Miami', 'my flight', 'Denver', '3 hours', 'I', 'I', 'my connection', 'Warsaw', 'The Denver', 'Heathrow flight', 'The plane', 'I', 'economy', 'I', 'business', 'Premium Economy', 'this flight', 'no availability', 'The plane', 'the service', 'My food', 'the seats', 'the middle seat', 'that', 'it', 'i', 'Heathrow', 'it', 'a complete circus', 'Passengers', 'missed connections', 'Not only my flight', 'multiple other flights', 'connections', 'line', 'an hour', 'I', 'another BA flight', 'Warsaw', 'This plane', 'the smallest 3x3 plane', 'I', 'sardines', 'My bag', 'i', 'my meeting', 'no bag', 'Miami', 'BA', 'no desire', 'me', 'standard answers', 'my bag', 'Miami', 'some point', 'I', 'it', 'I', 'the bag', 'Heathrow', '6 different fight options', 'it', 'Warsaw', 'BA', 'anything', 'my bag', 'Warsaw', 'I', 'Miami']","{'neg': 0.135, 'neu': 0.815, 'pos': 0.051, 'compound': -0.9202}"
301,301,"[' Booked a BA holiday', 'Marrakech', 'a negative review', 'my double tier points credit', 'I', 'the points', 'It', 'a while', 'BA', 'their promise', 'you', 'things', 'I', 'BA', 'I', 'South Africa', 'First class', '2nd January', 'the new BA Concorde lounge', 'it', 'BA', 'loyalty', 'a 2way street']","{'neg': 0.025, 'neu': 0.743, 'pos': 0.233, 'compound': 0.9578}"
302,302,"['Extremely sub-par service', 'Highlights', 'No online meal selection', 'Staff', 'whatever meal', 'they', 'a passenger', 'it', 'Last meal', 'the last 40 minutes', 'flight', 'Plates', 'I', 'my unfinished plate', 'the staff', 'me', 'No apology', 'No offer', 'a napkin', 'I', 'a piece', 'paper', 'my jacket', 'None', 'the passengers', 'their seats', 'meal', 'the seat', 'me', 'I', 'the plate', 'the tray', 'things', 'Staff', 'some water', 'biscuits', 'This', 'she', 'me', 'She', 'me', 'Nothing']","{'neg': 0.096, 'neu': 0.836, 'pos': 0.069, 'compound': -0.4576}"
303,303,"['I', 'British Airways', 'my Avios', 'other airlines', 'my return flights', 'Heathrow', 'Lisbon', 'The aircraft', 'the service', 'the food', 'A particular shout-out', 'a flight attendant', 'Jo', 'all the teams', 'I', 'those Avios']","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9799}"
304,304,"['I', 'the airline', 'a steady schedule', 'little delay', 'the time', 'the year', 'the weather', 'The flight', 'Montreal', 'my return flight', 'Scotland', 'I', 'Toronto', 'the airline', 'me', 'I', 'a cheaper flight', 'The inflight service', 'andthey', 'a blanket', 'pillow', 'they', 'the cabin', 'drinks', 'a small snack', 'the leading meal service', 'the food', 'typical air plane food', 'I', 'my flight', 'no issues', 'my flights']","{'neg': 0.057, 'neu': 0.814, 'pos': 0.129, 'compound': 0.8603}"
305,305,"[' British Airways', 'their website', 'they', 'me', 'the flight', 'I', '6 hours', 'their website', 'a real person', 'Customer service', 'such a thick accent', 'I', 'they', 'English']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
306,306,"['Amman', 'London', 'Nov.', 'what type', 'aircraft', 'it', 'My Ticket', 'economy', 'The flight', '5h35m.', 'We', 'exactly 250ml', 'water', 'about 10 potato chips', 'The seats', 'no entertainment system', 'Any other food', 'drink', 'we', 'a warm cup', 'coffee', 'teas', 'It', 'the third time', 'I', 'BA', 'a review', 'them', 'I', 'it']","{'neg': 0.059, 'neu': 0.842, 'pos': 0.099, 'compound': 0.742}"
307,307,"['This', 'the worst experience', 'I', 'any airline', 'I', 'British Airline', 'August 21st', 'I', 'one checked bag', 'that', 'Heathrow Airport', 'I', 'that time', 'a system error', 'the baggage belt', 'many travelers', 'I', 'a report', 'my missing bag', 'the same day', 'I', 'LAX airport', 'that', 'August 21st', 'I', 'three weeks', 'which', 'the time frame', 'the bag', 'a compensation', 'I', 'any update', 'my lost bag', 'I', 'a claim', 'compensation', 'that', 'September 11th', 'I', 'a response', 'the customer relation', 'no good signs', 'the issue', 'I', 'them', 'the claim', 'still no response', 'today', 'I', 'the baggage team', 'they', 'my prolonged waiting', 'The only way', 'customer relations', 'the website', 'they', 'me', 'I', 'a customer service agent', 'they', 'me', 'I', 'almost three months', 'my issue', 'This whole experience', 'a hassle', 'a renowned airline', 'BA']","{'neg': 0.116, 'neu': 0.855, 'pos': 0.03, 'compound': -0.9462}"
308,308,"[' Flying LHR T5', 'CPT', 'BA app', 'website', 'my ticket', 'LHR T5 smooth', 'Checking process', 'boarding card', 'security', 'they', 'me', 'someone', 'a different destination', 'Ran', 'Bags', 'Someone', 'my bags', 'the depths', 'T5', 'them', 'they', 'Cape Town', 'only main lounge', 'open not B and C pier lounges', 'this', 'false information', 'B Pier lounge', 'I', 'main lounge', 'which', 'the gate', 'a Biz class lane', 'then a giant queue', 'the plane', 'they', 'one airbridge', 'Seat', 'the sinks', 'the waste', 'I', 'hand sanitiser', 'this', 'the bathroom', 'your hands', 'no sink', 'that BA', 'planes', 'this condition', 'Food average', 'Wine', 'way too late (choice', 'wine', 'cold food', 'food', 'matching wines', 'Overall experience', 'Flew', 'Air France', 'CDG', 'LHR', 'which', 'BA']","{'neg': 0.082, 'neu': 0.861, 'pos': 0.057, 'compound': -0.7687}"
310,310,"['a shambles', 'BWI', 'just 3 counters', 'a very full flight', 'The bag drop queue', 'the regular check-in queue', 'Boarding', 'zones', 'that', 'board', 'the FAs', 'my outbound flight', 'IAD', 'The aircraft', 'the seats', 'economy', 'I', 'an aisle seat', 'row F', 'an entertainment box', 'a third', 'your legroom', 'Overall, very cramped seat', 'poor legroom', 'awful IFE screens', 'The meal', 'no bar service', 'the meal', 'lading', 'we', 'a hot sandwich', 'which', 'oozing cheese', 'the wrapper', 'it', 'The plane', 'a remote stand', 'which', 'we', 'T5', 'it', 'it', 'a nice experience', 'I', 'this', 'a mediocre journey']","{'neg': 0.091, 'neu': 0.859, 'pos': 0.05, 'compound': -0.659}"
311,311,"['the fact', 'my baggage', 'me', '5 weeks', 'emails', 'calls', 'BA', 'Two pieces', 'BA responses', 'a customer service worker', 'All this', 'an airline', 'its values', 'yo', 'the world', 'their customer service']","{'neg': 0.064, 'neu': 0.85, 'pos': 0.086, 'compound': 0.4215}"
312,312,"['July 19th', 'I', 'a complaint form', 'regards', 'the fact', 'BA', 'our luggage', 'our wedding trip', 'Italy', 'we', '2 days', 'additional expenses', 'them', 'which', 'I', 'receipts', 'I', 'my expenses', 'they', 'I', 'all requested information', '2 weeks', 'I', 'it', 'It', 'British Airways', 'my reimbursements', 'my follow-ups', 'the matter']","{'neg': 0.071, 'neu': 0.894, 'pos': 0.035, 'compound': -0.4939}"
313,313,"['I', 'the flight', 'Oct', 'the flight', 'the same day', 'I', 'my entry visa', 'time', 'the flight', 'I', 'a confirmation email', 'my flight', 'the cancellation email', 'the booking reference number', 'a different one', 'I', 'cancellation', 'BA', ""another person's flight"", 'the confirmation', 'my email', 'I', 'my flight', 'more than 3 weeks', 'I', 'any refund', 'I', 'it', 'my flight', 'it', 'you', 'BA', 'I', 'multiple different ways', 'phone calls', 'emails', 'none', 'what', 'my flight', 'penalty', 'my experience', 'no ones', 'your email', 'how much context', 'you', 'all', 'I', 'I', 'zero faith', 'British Airways']","{'neg': 0.083, 'neu': 0.816, 'pos': 0.101, 'compound': 0.318}"
314,314,"[' London', 'Gibraltar', '25th October', 'I', 'my flight', 'travel', 'the experience', 'BA attempt', 'nickle', 'dime', 'the customers', 'outrageous seat selection prices', 'Offering', 'a very small bottle', 'water', 'a nutribar', 'a breakfast', 'the impression', 'BA', 'The A320', 'no inflight entertainment', 'a route map', 'The staff', 'the flight', 'The flight', 'I', 'the experience']","{'neg': 0.115, 'neu': 0.835, 'pos': 0.05, 'compound': -0.7579}"
316,316,"[' A great flight', 'The suites', 'this aircraft', 'maximum comfort', 'full service', 'meals', 'menus', 'hot towels', 'Food', 'choices', 'both meals', 'Service', 'I', 'the same person', 'me', 'a hodge pudge', 'that', 'my preference', 'Entertainment', 'connectivity', 'No real complaints', 'The tray table', 'me', 'its closest position', 'I', 'I', 'a true business class', 'Qatar’s standards', 'that', 'another story']","{'neg': 0.055, 'neu': 0.745, 'pos': 0.2, 'compound': 0.9405}"
317,317,"[' I', 'this flight', 'the second rate Euro business seating', 'everything', 'A friendly, informative cabin crew', 'a good hot breakfast', 'folks', 'Heathrow transit', 'a bus gate', 'arrival']","{'neg': 0.07, 'neu': 0.651, 'pos': 0.28, 'compound': 0.9266}"
318,318,"['BA', 'times', 'about five hours', 'board', 'the plane', 'no fun', 'The Terminal 5 experience', 'the way', 'it', 'board', 'it', 'an experience', 'BA’s mean decision', 'seats', 'the first half', 'the plane', 'the rest', 'this', 'no entertainment', 'no magazine', 'Refreshment purchases', 'the seat', 'an app', 'no attempt', 'fresh or hot food', 'the day', 'the competition', 'this', 'it', 'board', 'five hours', 'You', 'a free tiny bottle', 'water', 'a small cereal bar', 'the outbound flight', 'the crew', 'rubbish', 'landing', 'a bag', 'a toilet door', 'the back', 'case', 'anyone', 'their way', 'things', 'themselves', 'Recline buttons', 'the seats', 'the seat pitch', 'the return flight', 'one reason', 'another', 'BA’s delays', 'the previous day', 'we', 'the plane', 'the evening', 'some passengers', 'enough crew', 'The cabin crew', 'this flight', 'I', 'good things', 'any', 'it', 'anything', 'I', 'BA', 'that', 'a pity', 'it', 'a professional company', 'a pleasure', 'European journeys']","{'neg': 0.08, 'neu': 0.765, 'pos': 0.154, 'compound': 0.9815}"
319,319,"[' A very positive experience', 'BA', 'Seats', 'new style club seats', 'sleep', 'Food', 'Wi-Fi good', 'Baggage', 'Heathrow', 'the same experience', 'the return flight', 'Atlanta', 'All in all', 'BA', 'it', 'new seats']","{'neg': 0.094, 'neu': 0.723, 'pos': 0.183, 'compound': 0.6065}"
320,320,"['Baby', 'the aisle', 'the galley', 'this long flight', 'no possibility', 'any sleep', 'a crew member', 'their colleagues', 'no difference', 'My second meal', 'something', 'no way', 'a simple bag', 'crisps', 'instead an assortment', 'dried something', 'Baggage', '3/4 hour', 'no priority', 'Club', 'even First passengers', 'we', 'many economy bags', 'A380', 'a great aircraft', 'the BA seating', 'the very tired old yin/yang configuration', 'some people', 'the middle', '3 seats', 'what', 'anyone', 'business class']","{'neg': 0.12, 'neu': 0.862, 'pos': 0.018, 'compound': -0.8776}"
321,321,"[' Evening flight', 'LHR', 'IAD', 'an A380', 'T5', 'their kiosks', 'staff', 'Boarding', 'The ground staff', 'it', 'a full flight', 'passengers', 'The gate', 'insufficient seating', 'such a big aircraft', 'The flight', 'it', '50 minutes', 'the pilot', 'us', 'this issue', 'service', 'the cabin crew', 'They', 'their job', 'They', 'the call bells', 'nothing', 'too much trouble', 'They', 'a bar service', 'drinks', 'the meal service', 'the food', 'The IFE', 'sufficient movies', 'TV programmes', 'a 7.5 hour flight', 'The seat', 'legroom', 'it', 'an uneventful journey', 'I', 'it', 'the thumbs', 'ground services', 'attention']","{'neg': 0.043, 'neu': 0.826, 'pos': 0.131, 'compound': 0.9695}"
322,322,"['We', 'our flight', 'Edinburgh', 'London', 'our connecting flight', 'San Francisco', '4th October', 'a lot', 'Americas', 'America', 'Scotland', 'the Open Golf', 'St Andrews', 'The woman', 'the counter', 'I', 'the time', 'people', 'a real horrible way', 'her', 'the flight', 'London', 'San Francisco', 'the 24 hour check', 'I', 'two seats', 'a life time holiday', 'America', 'we', 'it', 'the seat', 'I', 'The recliner button', 'the frame', 'the arm rest', 'I', 'the flight attendant', 'the time', 'anything', 'that', 'she', 'that fact', 'I', '11 hours', 'a flight', 'a seat', 'that', 'I', 'the flight', 'state', 'she', 'the fault', 'multiple other seats', 'the economy seating area', 'Attitude', 'British Airways staff', 'the flight', 'I', 'a complaint', 'British Airways', 'mind', 'I', 'the privilege', 'a seat', 'I', 'a refund', 'the cost', 'the booking', 'the seat', 'the 24 hour check', 'they', 'refunds', 'I', 'a product', 'that', 'nothing', 'rude staff', 'they', 'me', 'they', 'the cost', 'the seat', 'the customer team', 'they', 'they', 'me', 'the fault', 'me', 'that seat', 'All', 'they', 'me', 'a £50 BA voucher', 'which', 'I', 'the basis', 'they', 'my seats', 'example', 'I', 'the seats', 'the 24 hour check', 'a £50 voucher', 'I', 'my own money', 'a seat', 'that', 'all my experiences', 'BA', 'I', 'them', 'Very rude and unhelpful staff', 'I', 'another carrier', 'the future', 'i', 'BA', 'people', 'they', 'they', 'a national airline', 'Great Britain']","{'neg': 0.131, 'neu': 0.84, 'pos': 0.029, 'compound': -0.9938}"
323,323,"['the aircraft', 'it', 'no smooth boarding people', 'cabin luggage', 'their seats', 'heating', 'I', 'I', 'that heat', 'the cabin crew', 'those', 'who', 'me', 'that time', 'I', 'cabin crew', 'some water', 'they', 'half an hour']","{'neg': 0.046, 'neu': 0.859, 'pos': 0.095, 'compound': 0.7046}"
325,325,"['UK', 'Miami', 'new Club World Suite', 'a huge improvement', 'the elderly Yin and Yang style Club World', 'due to delayed incoming aircraft', 'way', 'time', 'Very comfortable suite', 'plenty', 'storage', 'bits', 'pieces', 'Bedding', 'large pillow', ""Attentive FA's - especially Anna"", 'who', 'me', 'name', 'very average catering', 'not very good short rib beef', 'salmon', 'my wife', 'And, sadly, once again a very poor choice', 'films', 'the IFE', 'which', 'the excellent 17inch touch screen', ""BA's extortionate"", 'your seat fees', '2 seats', 'BA', 'we', 'Club Class', 'I', ""BA's new Club Class"", 'we', 'we', 'it', 'future']","{'neg': 0.086, 'neu': 0.788, 'pos': 0.126, 'compound': 0.8534}"
326,326,"['I', 'hand baggage', 'security', 'Dubai', 'Entered lounge', 'which', 'a bit small but good and drink offerings', 'Flight', 'A380', 'time', 'Few technical issues', 'IFE', 'which', 'it', 'a day flight', 'Decent snack', 'Arrivals']","{'neg': 0.062, 'neu': 0.658, 'pos': 0.28, 'compound': 0.9389}"
