,Unnamed: 0,key_phrases,review_polarity
823,823,"[' London', 'Glasgow', 'BA customer service', 'so called service', 'They', 'their staff', 'the multitude', 'ways', 'their customers', 'I', 'this airline', 'this point']","{'neg': 0.223, 'neu': 0.728, 'pos': 0.049, 'compound': -0.821}"
824,824,"[' The seating configuration', 'we', 'sardines', 'The seats', 'The forward-backward configuration', 'I', 'The cabin', '8 seats', 'a row', 'about 100 people', 'a crowded and noisy cabin', 'a specific seat', 'you', 'your luck', 'the flight']","{'neg': 0.134, 'neu': 0.787, 'pos': 0.079, 'compound': -0.4391}"
825,825,"['the airport', 'Vienna', 'it', 'the British Airways check', 'desk', 'The flight', 'time', 'The cabin crew', 'the flight', 'I', 'a tomato mozzarella flatbread', 'it', 'The only problem', 'Heathrow', 'the gate bridge', 'a malfunction', 'we', 'about an hour', 'the aircraft', 'it', 'an airliner mistake', 'I', 'the flight', 'British Airways']","{'neg': 0.055, 'neu': 0.778, 'pos': 0.167, 'compound': 0.8955}"
826,826,"[' Malaga', 'London Heathrow', 'A shambolic airline', 'Rude', 'incompetent Iberia ground staff', 'Malaga', 'BA', 'warning', 'the 2 hour delay', 'the late boarding', 'they', 'Club Europe meal', 'a big cutback', 'what BA claim', 'Cabin staff', 'the start', 'Club cabin', 'the service', 'Heathrow', '10 mins', 'ground staff', 'Simply appalling trip']","{'neg': 0.188, 'neu': 0.748, 'pos': 0.064, 'compound': -0.8906}"
827,827,"[' Sydney', 'Singapore', 'Extremely disappointed trip', 'They', 'our checked baggage', 'we', 'it', 'the baggage carousel', 'Our baggage', 'we', 'business class', 'what', 'they', 'the baggage', 'departure', 'Many important things', 'the checked baggage', 'we', 'further trip', 'which', 'us', 'No response', 'the hotline', 'they']","{'neg': 0.13, 'neu': 0.811, 'pos': 0.059, 'compound': -0.7092}"
828,828,"[' London Heathrow', 'Inverness', 'a review', 'the shockingly appalling experience', 'BA', 'I', 'the need', 'a new review', 'the final flight home', 'I', 'short-notice cancellation', 'which', 'I', 'a day', 'a fault', 'the aircraft', 'We', 'the plane', 'over an hour', 'the crew', 'ground crew', 'what', 'the plane', 'chaos - mixed messages', 'ground crew', 'Some people', 'details', 'rebooking', 'others', 'nothing', 'Some people', 'texts', 'rebooking options', 'others', 'me', 'nothing', 'Vouchers', 'hotel accommodation', 'shuttle bus', 'the hotels', 'some people', 'one bus voucher', 'they', 'no means', 'the airport', 'Some people', 'a flight', 'two days time', 'they', 'the airport', 'any further refreshment', 'accommodation vouchers', 'I', 'hope', 'I', 'it']","{'neg': 0.083, 'neu': 0.89, 'pos': 0.027, 'compound': -0.8802}"
830,830,"['A supremely awful experience', 'Flight', 'Vancouver', '4 hours', 'a plane defect', 'that', 'but somehow no attempt', 'the time', 'board', 'what', 'the problem', 'Delays', 'baggage reclaim', 'I', 'Vancouver airport', 'midnight', 'This', 'a camping trip', 'the booking', 'which', 'Flight home', 'massive queues', 'baggage check', 'the plane', 'IT faults', 'none', 'which', 'we', 'the plane', 'they', 'passenger information', 'the crew', 'more IT faults', 'the inflight entertainment', 'nothing', 'the 9 hour flight', 'Food', 'we', 'a choice', 'one meal', 'hours', 'Heathrow airport', 'Inverness', 'text', 'departure', 'it', 'Queued', 'hours', 'some information', 'someone', 'They', 'me', 'a flight', 'this', 'it', 'I', 'my boarding pass', 'This', 'I', 'a trip', 'friends', 'the Edinburgh festival', 'my own hotel', 'food', 'expenses', 'a lot', 'money', 'my account', 'I', 'this', 'I', 'my rebooked flight', 'customer service', 'no telling', 'my bags', 'me', 'I', 'they', 'the flight', 'I', 'no information', 'I', 'my belongings', 'me', 'These', 'the most significant issues', 'I', 'what', 'a consistently terrible service', 'this', ', massive fines', 'data breaches', 'the fact', 'BA', 'quite consistent and severe issues', 'IT', 'it', 'my comprehension', 'they', 'business']","{'neg': 0.124, 'neu': 0.82, 'pos': 0.055, 'compound': -0.98}"
832,832,"[' London', 'Nice', 'I', 'the comments', ""Michael Croft's review"", 'My flight', 'Nice', 'a result', 'the low-cost and unreliable IT system', 'that BA', 'the senior management', 'they', 'more costs', 'The handling', 'the situation', 'Heathrow', 'you', 'all the failures', 'that', 'encounter', 'they', 'this part', 'their act', 'They', 'such a problem', 'a bolt', 'the blue', 'they', 'they', 'cost cutting', 'their performance bonuses', 'Not just the CEO', 'some others', 'the top']","{'neg': 0.061, 'neu': 0.818, 'pos': 0.121, 'compound': 0.7876}"
833,833,"[' Palma', 'London Heathrow', 'British Airways', 'such a useless IT system', 'presumably team', 'IT staff / management', 'These issues', 'such a frequent basis', 'it', 'time', 'some heads', 'the CEO', 'a fatuously stupid interview', 'Alex Cruz', 'his children', 'him', 'the future', 'air travel', 'this man', 'the airline', 'himself', 'such comments', 'I', 'a loyal customer', 'over 48 years', 'it', 'BA', 'the slightest interest', 'those', 'us', 'that', 'full fares', 'all the lows', 'BA', 'complaint', 'My patience']","{'neg': 0.096, 'neu': 0.87, 'pos': 0.034, 'compound': -0.784}"
834,834,"[' London City', 'Ibiza', 'Disappointing', 'All the flights', 'explanation', 'the striking staff', 'trip', 'a replacement ticket', 'a different destination', 'a different week', 'Trip', 'The meal', 'two small shortbread biscuits', 'British Airways', 'the bucket airlines', 'Easyjet']","{'neg': 0.173, 'neu': 0.791, 'pos': 0.036, 'compound': -0.8387}"
836,836,"[' Calgary', 'London', 'Staff', 'high standards', 'our flight', 'London staff', 'back', 'the aircraft', 'welcome snacks', 'We', 'the very last row and food choice', 'Only chicken', 'our option', 'staff', 'this situation']","{'neg': 0.108, 'neu': 0.853, 'pos': 0.038, 'compound': -0.6706}"
838,838,"['Kuwait', 'London', 'My flight', 'Nice', 'the plane', '2 hours', 'Heathrow', '5 hours', 'we', 'the plane', 'no information', 'I', 'another connecting flight', 'the delay', 'I', 'it', 'I', 'immigration', 'which', '2 hours', 'no one', 'the desk', 'just a piece', 'paper', 'a number', 'that', 'complaints', 'us', 'it', '3am', 'no one', 'I', 'my bags', 'I', 'a taxi', 'BA', 'a hotel stay', 'I', 'I', 'the apartment', 'the next flight', 'Kuwait Airways']","{'neg': 0.135, 'neu': 0.814, 'pos': 0.051, 'compound': -0.8074}"
840,840,"['London Heathrow', 'this', 'a long haul flight', 'Boeing 777-300ER', 'The seat', 'especially the headrest', 'The legroom', 'a little metal box', 'the seat', 'This', 'the legroom', 'The films', 'I', 'the flight path', 'the personal television', 'They', 'dinner', 'breakfast', 'me', 'It']","{'neg': 0.056, 'neu': 0.914, 'pos': 0.03, 'compound': -0.4635}"
841,841,"['What', 'a great airline', 'Heathrow', 'flight', 'one point', 'only 2 operators', '15 minutes', 'a 3rd', 'a BA guy', 'Vegas travellers', 'us', 'toba different line', 'things', '1 operator', 'this line', 'it', 'another 20 minutes', 'over 1 hour', 'the tarmac', 'we', 'our slot', 'late boarding', 'Las Vegas', 'baggage claim', 'over 40 minutes', 'no bag', 'BA desk', 'luggage missed plane', '2 members', 'staff', 'bag claim', 'us', 'No apology', 'just a shrug', 'shoulders', 'day', 'offers', 'BA', 'Club class', 'I', 'book', 'website', 'BA', '1st offer', 'offer', 'the web advertising', 'Manager', 'who', 'the BA website', 'Book', 'online', 'return', 'web', 'the 2 bags', 'web', '0 bags', 'Ring', 'BA', 'they', 'airport', 'a member', 'staff', 'Vegas', 'sure plenty', 'time', 'NO BA staff', 'the whole airport', 'flight', 'What a useless organisation', 'I', 'staff', 'plane']","{'neg': 0.073, 'neu': 0.866, 'pos': 0.061, 'compound': -0.522}"
842,842,"[' London Heathrow', 'Malaga', 'business class', 'Full and very large Club Europe cabin', 'this morning flight', 'the airbridge', '15 mins', 'boarding', '2 cabin staff', 'entrance', 'themselves', 'customers', 'not a great start', 'Usual cabin service', 'the staff', 'customer service', 'a premium', 'business class', 'it', 'such a waste', 'money', 'The breakfast standards', '(full English', 'a charter flight standard', 'BA', 'this', 'some considerable cost cutting', 'BA', 'a good day', 'it', 'cabin service', 'the day', 'staff', 'strike', 'that', 'the attitude', 'they', 'Male cabin staff', 'some Arabic customers', 'front', 'which', 'a shocker']","{'neg': 0.089, 'neu': 0.865, 'pos': 0.047, 'compound': -0.7338}"
843,843,"['I', 'BA', 'Delhi', 'economy', 'my original flight', 'Swissair', 'The 777 aircraft', 'the economy class seat', 'the inflight entertainment', 'small screens', 'films', 'the music selection', 'you', 'your own noise', 'headphone', 'the food', 'The flight', 'time', 'Pakistani airspace']","{'neg': 0.086, 'neu': 0.738, 'pos': 0.176, 'compound': 0.8579}"
844,844,"[' Seattle', 'Durban', 'London', '24th', 'July', 'i', 'departure time', 'the shuttle bus', 'me', 'my hotel', 'The British airways ladies', 'who', 'me', 'me', 'the plane', 'I', 'the security', 'my back pack', 'which', 'all my documents', 'i', 'the security', 'i', 'the 2 lovely ladies', 'who', 'me', 'they', 'me', 'them', 'the plane', 'it', 'i', 'they', 'me', 'i', 'my back pack', 'Durban', 'i', 'the plane', 'another British airways hostess', 'me', 'i', 'all my bags', 'Durban', 'my arrival', 'Durban', 'i', 'all my bags', 'my back pack', 'I', 'you', 'the British Airways staff', 'especially the 2 lovely ladies', 'who', 'me', 'i', 'their names', 'i', 'you']","{'neg': 0.046, 'neu': 0.819, 'pos': 0.134, 'compound': 0.95}"
845,845,"[' London Heathrow', 'Austin', '10 hour flight', 'Noisy cabin', 'tiny screens', 'collapsing headrest', 'chocolate', 'my seat', 'Selection', 'just a half dozen films', 'no wifi', 'Poor food', 'choices']","{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.802}"
846,846,"[' Mykonos', 'London flight', 'They', 'time', 'your connections', 'The staff', 'some', 'I', 'airlines', 'You', 'the runway', 'they', 'you', 'any water', 'The worst business class experience', 'I']","{'neg': 0.209, 'neu': 0.762, 'pos': 0.029, 'compound': -0.8957}"
847,847,"['Johannesburg', 'Cape Town return', 'This flight', 'Comair', 'it', 'a normal British Airways flight', 'Europe', 'the priority line', 'the return', 'the guy', 'the counter', 'Oneworld Sapphire', 'the business class counter', 'I', 'business', 'Johannesburg airport', ""Cape Town's domestic terminal"", 'Their lounge', 'SLOW', 'no full english', 'offer', 'the British Airways Galleries lounges', 'other places', 'a substantial amount', 'savoury snacks', 'pastries', 'small bites', 'They', 'a coffee counter', 'order', 'I', 'the day', 'this', 'a bar', 'alcohol', 'a domestic business class lounge', 'Priority boarding', 'boarding', 'an orderly process', 'I', 'anybody', 'an extra legroom seat', 'row', 'tons', 'legroom', 'front', 'I', 'an exit row', 'exit row', 'the booking', 'These seats', 'I', 'the newer leather seat', 'their European aircraft', 'those', 'better support', 'I', 'boarding', 'their business class', 'slightly larger seats', 'a 2x3 configuration', 'I', 'this', 'business class', 'Europe', 'just a blocked middle seat', 'several drink services', 'this two hour flight', 'a hot breakfast', 'either a bacon', 'sausage', 'scrambled egg option', 'cheese omelette', 'vegetables option', 'a hot meal', 'a two hour flight', 'It', 'The crew', 'casual jokes', 'earth', 'you', 'airlines', 'They', 'the short flight time', 'Cape Town airport', 'it', 'them', 'both an airbridge', 'stairs', 'passengers', 'deplane/board', 'it', 'only 15 minutes', 'it', 'sense', 'I', 'this flight', 'my opinion', 'British Airways', 'they', 'the same price', 'the competition', 'South African Airways', 'I', 'my next visit', 'them', 'the fact', 'both', 'a near homologous product', ""Africa's busiest air route"", 'the price', 'I', 'them']","{'neg': 0.013, 'neu': 0.893, 'pos': 0.094, 'compound': 0.9841}"
848,848,"[' Grenada', 'Gatwick', 'BA', 'this aircraft type', 'refurbishment', 'I', 'the changes', 'the cabin', 'The cabin', 'previous aircraft', 'the lighting', 'The entertainment system', 'a good selection', 'media', 'larger touch screen devices', 'I', 'the reason', 'I', 'this', 'the old systems', 'the family', 'them', 'me', 'the real issue', 'the tight leg room', 'I', 'a slim 6ft', 'the lack', 'seat width', 'it', 'a meal', 'It', 'me', 'the seat format', 'It', 'We', 'the 4 outbound', 'return', 'we', 'the back', 'economy', 'the aircraft', 'We', 'which', 'I', 'the seat', 'a couple', 'hours', 'the supplied back rest cushion', 'best efforts', 'I', 'I', 'the old seats', 'long haul', 'Service', 'food', 'previous flights', 'summary', 'it', 'a shame', 'BA', 'some aspects', 'the experience', 'seat comfort', 'which', 'a great pity']","{'neg': 0.08, 'neu': 0.785, 'pos': 0.136, 'compound': 0.9416}"
849,849,"[' Prague', 'London', 'A two hour flight', '27th July', '3 hours', 'no heads', 'BA', 'no sympathy', 'compensation', 'our original flight', 'an email', 'us', 'the delay', 'we', 'the hotel']","{'neg': 0.147, 'neu': 0.767, 'pos': 0.086, 'compound': -0.3687}"
850,850,"[' London', 'Dubai', 'I', 'Premium Economy', 'British Airways', 'The extra comfort', 'Economy Class', 'The seat', 'attendants', 'the leg rest', 'all the other seats', 'it', 'the old BA Premium Economy seats', 'it', 'That', 'my only note']","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.9229}"
851,851,"[' Tel Aviv', 'Toronto', 'London', 'The plane', 'London', 'Toronto', 'Air Belgium', 'checkin', 'we', 'our cases', 'Israel', 'The cabin staff', 'each airline', 'The food', 'economy airline food', 'we', 'snacks', '1 flight icecream', 'Soft drinks', 'wine', 'alcohol', 'the people', 'that', 'each flight', 'The planes', 'ample leg room', 'the seats', 'economy class', 'Inflight entertainment', 'something', '4 flights', 'I', 'British Airways', 'years', 'I', 'the price', 'these flights']","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.9118}"
852,852,"['I', 'Heathrow', 'Manchester', 'business class', 'start', 'finish', 'it', 'a shambles', 'I', 'the wrong baggage drop', 'the wrong lounge', 'I', 'my boarding card', 'the north lounge', 'the gate', 'The boarding process', 'a rugby scrum', 'no notice', 'class', 'service', 'my boarding card', 'assistance', 'another queue', 'no explanation', 'this']","{'neg': 0.145, 'neu': 0.823, 'pos': 0.032, 'compound': -0.8363}"
853,853,"[' The first part', 'Brussels', 'London Heathrow', 'a fast flight', 'the ground', 'London', 'the problems', 'The gate', 'the arriving plane', 'what', 'a waiting time', 'the ground', '40 minutes', 'The captain', 'information', 'the entire team', 'Continental breakfast', 'business', 'this short flight', 'Flight', 'Larnaca', 'embarkation', 'business pax', 'The team', 'The service', 'a drink', 'some cookies', 'the meal', 'a more substantial appetiser', 'a few slices', 'green salad', 'one cherry tomato', 'a side dish', 'not an appetiser', 'It', 'the meal', 'an improvement', 'last year', 'Decent drinks', 'a good Champagne', 'coffee', 'tea', 'It', 'a longer flight', 'a second round', 'drinks', 'landing', 'it', 'a problem', 'additional drinks']","{'neg': 0.05, 'neu': 0.812, 'pos': 0.138, 'compound': 0.9475}"
854,854,"[' Stockholm', 'London', 'Worst business class flight', 'I', 'seating', 'myself', 'my wife', 'they', 'The meal', 'me', 'the worst airline meal', 'I']","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.8481}"
855,855,"['no one', 'my existence', 'the flight', 'No drink', 'no snack', 'no bottle', 'water', 'No amenity kits', 'I', 'they', 'none', 'stock', 'They', 'me', 'toothpaste', 'a toothbrush', 'which', 'fast track invitation', 'which', 'no fast track', 'British passports', 'I', 'a menu', 'I', 'it', 'I', 'the meal', 'they', 'it', 'I', 'I', 'no one', 'me', 'the meal', 'I', 'the menu', 'a bottle', 'water', 'the meal', 'And after all, no apologies', 'the staff', 'Too many people', 'business class', 'I', '180 degrees', 'I', 'very little space', 'my seat', 'the very expensive fare', 'I', 'a much better service', 'business class passengers', 'I', 'it', 'I', 'British Airways business class', 'anyone']","{'neg': 0.145, 'neu': 0.802, 'pos': 0.053, 'compound': -0.9371}"
856,856,"['Premium economy', 'your money', 'an overnight flight', 'the night flight', 'we', 'a disgrace', 'The food', 'I', 'this term', 'dogs', 'our flight', 'it', 'salmon', 'we', 'it', 'anything', 'a meat', 'some kind', 'a fork', 'it', 'The veg', 'bread roll', '(Not really a saving grace', 'One cup', 'tea', 'coffee', 'breakfast', 'what', 'the box', 'our table', 'I', 'it', 'The look', 'other people’s faces', 'me', 'Which', 'comparison', 'the outbound flight', 'London', 'Orlando', 'worlds', 'a drink', 'which', 'dinner', 'the steak', 'veg', 'dessert', 'plenty', 'drinks', 'Inflight entertainment', 'WiFi', 'some money', 'I', 'this', 'the best way', 'Oh a broken seat', 'our party', 'the inflight entertainment', 'which', 'me', 'it', 'an older plane', 'that', 'What', 'the top', 'your ticket', 'you', 'TSA PRE', 'you', 'the massive queue', 'pre entered TSA line', 'that', 'the one', 'that', 'empty cause', 'they', 'no one', 'it']","{'neg': 0.1, 'neu': 0.726, 'pos': 0.174, 'compound': 0.9812}"
857,857,"[' Lisbon', 'London', 'Business class', 'just economy class', 'an empty middle seat', 'No leg room', 'me', 'Meal service', 'no choice', 'the time', 'they', 'business class', 'All', 'that', 'cod', 'no blankets', 'Poor staff', 'the flight', 'British Airways']","{'neg': 0.202, 'neu': 0.777, 'pos': 0.021, 'compound': -0.8573}"
858,858,"['Heathrow', 'Marseille', 'a few days', 'a flight', 'December', 'BA', 'late evening arrival', 'This', 'I', 'BA', 'it', 'the fare', 'no mention', 'the fee', 'I', 'seat selection', 'I', 'a claim form', 'refund', 'these fees', 'submission', 'they', 'they', 'up to 28 days', 'it']","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.7553}"
859,859,"['Madrid', 'London', 'British Airways', 'nothing', 'business class', 'these flights', 'they', 'the hot towel', 'it', 'a bad joke', 'Seats', 'coach', 'they', 'my jacket', 'I', 'three occasions', 'they', 'me', 'a sit', 'that', 'a bad coach seat', 'window', 'picture', 'top', 'everything', 'I', 'myself', 'my luggage', 'just a backpack', 'my seat', 'they', 'the extra hand luggage', 'that', 'coach', 'business class', 'Ridiculous service', 'the x2.5', 'a business class ticket']","{'neg': 0.089, 'neu': 0.814, 'pos': 0.097, 'compound': -0.1372}"
860,860,"[' Gatwick', 'Glasgow', 'Awful experience', 'Our flight', 'our car rental company', 'we', 'the airport', 'our car', 'We', 'a taxi', 'our hotel', 'the airport', 'which', 'Our new car hire', 'three times the price', 'it', 'last minute', 'British Airways', 'they', 'it', 'their fault']","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.854}"
861,861,"[' Frankfurt', 'London', 'BA staff', 'security', ""partner's bag"", 'around 30 mins', 'It', 'a call', 'police', 'who', 'the bag', 'a while', '- actually just clothes', 'they', 'the flight dispatcher', 'the flight', 'Only 1-2 minutes', 'my luggage', 'We', 'this bag', 'almost 2 hours', 'security', 'plenty', 'time']","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.5859}"
863,863,"[' Rotterdam', 'London City', '6 hours', 'Rotterdam airport', '(delays', 'I', 'they', 'my flight', 'Amsterdam', 'I', 'a taxi', 'that', 'I', 'Rotterdam', 'Amsterdam airport', 'the hope', 'the flight', 'I', 'I', 'it', 'I', 'a hotel', 'they', 'that', 'an option', 'all fights', 'no apology', 'no offer', 'a bus', 'taxis', 'Amsterdam', 'the process', 'long queue', 'no one', 'us', 'what', 'I', 'we', 'Amsterdam', 'I', 'Rotterdam', 'a long queue', 'he', 'that info', 'the end', 'What a waste', 'time', 'energy', 'money', 'And no apology', 'the hours', 'delay', 'It']","{'neg': 0.157, 'neu': 0.786, 'pos': 0.057, 'compound': -0.9539}"
864,864,"[' Return flight', 'Dublin', 'good breakfast', 'Flight', 'Return flight', '40 mins gate staff', 'us', 'Lounge', 'Dublin', 'generic lounge', 'Staff', 'both flights', 'Return aircraft']","{'neg': 0.027, 'neu': 0.737, 'pos': 0.236, 'compound': 0.8536}"
865,865,"[' Barbados', 'Gatwick', 'We', 'a half full flight', 'the video', 'the crew participation side', 'it', 'trouble', 'the crew', 'the drinks service', 'way', 'service', 'I', 'a beer', 'my partner', 'a soft drink', 'I', 'a room temperature', 'no drinking vessel', 'my partner', 'her soft drink', 'the standard plastic cup', 'ice', '20 minutes', 'the meal service', 'they', 'our seats', 'which', 'the back', 'the aircraft', 'we', 'two trays', 'us', 'I', 'what', 'the meal', 'we', 'Pasta', 'it', 'all', 'we', 'everyone', 'a choice', 'chicken', 'pasta', 'my partner', 'her pasta', 'I', 'a half filled flight', 'they', 'no tangible answer', 'she', 'chicken', 'premium economy', 'I', 'I', 'the pasta', 'I', 'I', 'chicken', 'my partners', 'it', 'this service', 'no further drinks', 'water', 'trays', 'that', 'we', 'the crew', '4 hours', 'They', 'landing', 'a box', 'stale bread', 'processed cheese', 'a stale cake', 'I', 'the offering', 'my partner', 'the bread', 'tea', 'coffee', 'Our flight', 'the exact opposite, pleasant staff', 'food standard', 'The only other negative', 'the musical chairs', 'fellow passengers', 'the crew', 'a blind eye', 'The positives', 'the IFE', 'a wide choice', 'we', 'the aircraft', 'a pleasure', 'it', 'the coldest flights', 'I']","{'neg': 0.078, 'neu': 0.833, 'pos': 0.089, 'compound': 0.7998}"
866,866,"[' I', 'the outstanding courtesy', 'service', 'I', 'the BA cabin crew members', 'my flight', 'BA0011', 'London Heathrow', 'Singapore', '25 June', 'The cabin crew', 'their passengers', 'needs', 'them', 'their flight', 'I', 'British Airways', 'their staff', 'such a very high standard', 'it', 'a privilege', 'British Airways']","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.98}"
867,867,"['Madrid', 'London Heathrow', 'This', 'my second trip', 'Madrid', 'London', 'British Airways', 'May', 'this trip', 'the plane', 'we', '2.5 hours', 'the plane', 'it', 'the temperature', '42 degrees', 'The cabin crew director', 'passengers', 'the opportunity', 'water', 'other cold drinks', 'the bar', 'Only BA', 'money', 'its technical failures', 'I', 'another hour', 'my suitcase', 'I', 'a silver card holder', 'I', 'their business lounge', 'Madrid', 'I', 'it', 'this', 'my last ever trip', 'BA']","{'neg': 0.071, 'neu': 0.885, 'pos': 0.044, 'compound': -0.5106}"
868,868,"['Oslo', 'I', 'BA', 'the last few months', 'I', 'medication', 'which', 'me', 'planes', 'I', 'the cabin crew', 'they', 'me', 'They', 'me', 'a free bottle', 'water', 'I', 'their arm', 'me', 'me', 'The flight', 'an amazing service', 'Thanks', 'I', 'you']","{'neg': 0.021, 'neu': 0.726, 'pos': 0.253, 'compound': 0.9795}"
869,869,"['Hamburg', 'Abu Dhabi', 'London Heathrow', 'Initial flight', 'Heathrow', 'Abu Dhabi', 'flights', 'following days', 'Service', 'not a free glass', 'water', 'the first leg', 'Abu Dhabi', 'London', 'A generous Dirham 20 voucher', 'BA', 'which', 'a bottle', 'water', 'a coffee']","{'neg': 0.116, 'neu': 0.811, 'pos': 0.073, 'compound': -0.2964}"
870,870,"['New York', 'Glasgow', 'London', 'A routine and smooth overnight flight', 'that', 'the gate', 'a security issue', 'the terminal', 'I', 'an electronic boarding pass', 'the BA app', 'an announcement', 'we', 'paper versions', 'a separate desk', 'a couple', 'agents', 'this task', 'The pilot', 'the flight attendants', 'which', 'me', 'I', 'them', 'I', 'an aisle seat', 'a 3-3-3 seat layout', 'The middle seat', 'Enough leg space and storage space overhead', 'A good collection', 'all sorts', 'movies', 'free headphones', 'The IFE system', 'A drink service', 'the meal service', 'I', 'a beer', 'their centenary year', 'specially brewed IPA Brewdog Speedbird', 'I', 'it', 'the attendant', 'me', 'a Heineken', 'a bottle', 'wine', 'the dinner', 'that', 'The entree choices', 'chicken', 'pasta', 'I', 'Very basic food', 'Tea', 'coffee', 'a sandwich', 'a drink', 'I', 'what', 'the sandwich', 'The bathroom', 'Blankets', 'pillows', 'every seat', 'Landing cards', 'the fare', 'I', 'I', 'satisfied - no complaints', 'I', 'a domestic flight', 'Glasgow', 'The announcement', 'the gate', 'Newspapers', 'the gate', 'a worthy amenity', 'It', 'a smooth flight', 'a 3-3 seating', 'I', 'an aisle seat', 'me', 'No complimentary food', 'drink', 'this segment', 'The two flight attendants', 'the plane', 'cruising altitude', 'aprons', 'a cart', 'the aisle', 'edibles', 'elixirs', 'The pilot', 'them', 'this', 'the earlier flight', 'a video presentation', 'the safety instructions', 'It', 'I', 'it', 'the accents', 'the actors', 'The flight', 'time', 'Overall, a positive experience', 'I', 'a non-stop flight', 'Glasgow', 'New York', 'The transfer', 'Heathrow']","{'neg': 0.038, 'neu': 0.813, 'pos': 0.148, 'compound': 0.9942}"
871,871,"['London Heathrow', 'New York', 'The staff', 'we', 'a wonderful experience', 'The quality', 'food', 'drinks', 'plenty', 'leg room', 'We', 'BA', 'this', 'it', 'all', 'my destinations', 'departure', 'my TV', 'they', 'it', 'me', 'this', 'That', 'I', 'my book', 'our flight attendant', 'who', 'us', 'it', 'I', 'it', 'She', 'a bottle', 'Champagne', 'a pair', 'Pyjamas', 'a makeup bag', 'goodies', 'me', 'my sister', 'I', 'an understatement', 'All', 'I', 'you', 'British Airways', 'the bottom', 'my heart', 'The trip', 'my Birthday', 'you', 'it']","{'neg': 0.008, 'neu': 0.822, 'pos': 0.17, 'compound': 0.9788}"
872,872,"[' Gatwick', 'Bermuda', 'Boarded', 'time', 'Seating area', 'appearance', 'the old aircraft', 'that', 'food', 'I', 'BA', 'new crockery', 'the good feel', 'appearance', 'what', 'you', 'this high-cost route', 'the Pillow', 'the small pillows', 'we', 'a luxurious pillow', 'you', 'this flight', 'the crew', 'it', 'front', 'I', 'this', 'a turning point', 'British Airways', 'you', 'I', 'my Seychelles flight', 'October', 'my Rio flight', 'December', 'it']","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.9802}"
873,873,"[' London Heathrow', 'Larnaca', 'Perfect', 'The early morning departure', 'Terminal', 'The Galleries Lounge', 'a wide range', 'food', 'drinks', 'a pleasant environment', 'The flight', 'time', 'The cabin crew', 'a very professional and pleasant onboard experience', 'Arrival procedures', 'Larnaca', 'We', 'immigration', 'our hold baggage', '30 minutes', 'the gate', 'all a very enjoyable trip']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.9484}"
874,874,"[' BA', '2617 return trip', 'Gatwick', 'Cagliari', 'Both flights', 'a Saturday', 'Aircraft', 'both legs', 'row', '2 rows', 'Club Europe', 'row', 'the return', 'leg room', 'row', 'The brown leather seating', 'the aircraft', 'the BMI Fleet', 'Board', 'the return', 'The M&S sandwich', 'everything', 'you', 'an M&S sandwich', 'the cost', 'the coffee', 'I', 'the tea', 'my wife', 'standard', 'It', 'the 2 cabin crew', 'the best part', '75 minutes', 'row', 'The other 2 members', 'the cabin crew', 'Club Europe', 'just 10 passengers', 'quite a lot', 'turbulence', 'about 30 minutes', 'they', 'hot drinks', 'passengers', 'You', 'a cup', 'hot water', 'your coffee', 'tea bag', 'Also a queue', '7 or 8 passengers', 'the toilet', 'the trolley', 'they', 'their seats', 'The rubbish', 'the trolley service', 'hand', 'we', 'Outbound flight', 'Inbound flight', 'a great advertisement', 'BA', 'standards', 'LGW', 'LHR']","{'neg': 0.043, 'neu': 0.903, 'pos': 0.054, 'compound': 0.5994}"
875,875,"[' Heathrow', 'Kalamata', 'Heathrow T5', 'Kalamata', 'June', 'Used Avios', 'exit row seats', 'more legroom', 'Bad news', 'Heathrow', 'delays', 'previous incoming flight', 'the journey', 'Kalamata', 'our return', 'time', 'more padding', 'example', 'the extra legroom', 'the flights', 'Expensive (or course', 'M&S offerings', 'food', ""Pleasant FA's so all"", 'all decent flights', 'BA', 'short haul', 'quite a few years', 'the price']","{'neg': 0.017, 'neu': 0.852, 'pos': 0.131, 'compound': 0.9592}"
876,876,"[' London', 'Gothenburg', 'Unique procedures', 'that', 'any order', 'a lot', 'mess', 'Extra visa checks', 'passport checks', 'separate queues', 'additional controls', 'Heathrow Terminal']","{'neg': 0.178, 'neu': 0.751, 'pos': 0.071, 'compound': -0.611}"
